50, 88, 94, 74, 57, 54, 82, 80, 77, 40
50, 84, 89, 71, 55, 52, 75, 77, 70, 40
48, 79, 86, 70, 57, 53, 72, 75, 59, 37
47, 77, 83, 69, 56, 50, 71, 75, 59, 37
44, 72, 69, 56, 43, 38, 56, 55, 45, 29
44, 72, 68, 53, 42, 39, 56, 54, 45, 26
44, 71, 71, 55, 43, 39, 54, 54, 42, 26
46, 75, 75, 54, 42, 38, 55, 54, 44, 27
44, 70, 74, 56, 40, 36, 53, 53, 45, 27
45, 71, 82, 70, 51, 50, 67, 65, 56, 33
45, 76, 83, 70, 52, 48, 67, 64, 56, 32
46, 75, 82, 69, 51, 46, 68, 63, 50, 32
48, 77, 83, 67, 51, 45, 67, 63, 55, 32
49, 78, 84, 65, 52, 45, 67, 65, 52, 35
51, 79, 82, 66, 50, 43, 67, 70, 54, 36
50, 77, 79, 68, 49, 43, 59, 56, 45, 29
49, 78, 81, 66, 49, 43, 63, 73, 58, 39
50, 78, 81, 66, 51, 45, 61, 72, 58, 40
51, 79, 81, 67, 53, 47, 60, 72, 55, 40
53, 82, 81, 67, 53, 48, 61, 73, 54, 40
52, 80, 81, 69, 53, 48, 58, 63, 42, 24
51, 77, 80, 69, 54, 46, 58, 60, 34, 18
51, 76, 78, 69, 54, 45, 58, 60, 33, 18
51, 75, 79, 69, 54, 45, 60, 67, 44, 24
52, 77, 78, 69, 54, 44, 65, 73, 53, 40
52, 80, 82, 69, 53, 44, 66, 64, 46, 26
50, 80, 82, 69, 53, 45, 69, 69, 55, 39
50, 82, 82, 68, 51, 44, 70, 68, 55, 38
52, 84, 82, 68, 52, 43, 68, 66, 56, 37
52, 84, 84, 66, 50, 44, 67, 63, 50, 27
52, 83, 84, 66, 50, 45, 66, 64, 50, 26
52, 84, 82, 66, 49, 45, 66, 64, 50, 26
51, 80, 81, 68, 49, 45, 67, 63, 50, 25
51, 80, 81, 68, 49, 44, 61, 47, 40, 21
50, 80, 83, 67, 49, 45, 58, 48, 40, 20
50, 80, 81, 69, 49, 44, 57, 50, 38, 20
49, 81, 81, 69, 49, 45, 62, 54, 47, 19
50, 83, 80, 69, 49, 45, 60, 52, 48, 19
50, 85, 81, 69, 49, 45, 59, 54, 48, 19
50, 86, 79, 68, 49, 46, 59, 54, 48, 19
51, 86, 79, 68, 49, 44, 59, 54, 48, 18
52, 84, 76, 69, 49, 45, 59, 54, 48, 18
53, 82, 75, 66, 49, 45, 59, 54, 49, 18
53, 79, 75, 64, 48, 45, 60, 55, 49, 21
54, 81, 74, 63, 45, 44, 60, 56, 49, 21
54, 82, 75, 62, 46, 44, 61, 56, 49, 21
55, 82, 74, 63, 46, 45, 62, 57, 49, 22
55, 82, 76, 66, 45, 46, 62, 58, 49, 20
53, 79, 72, 63, 47, 44, 62, 57, 49, 19
55, 81, 77, 65, 45, 43, 58, 57, 48, 20
53, 78, 77, 65, 45, 41, 60, 59, 47, 20
54, 78, 76, 66, 48, 45, 61, 59, 46, 15
54, 81, 76, 67, 47, 45, 61, 57, 45, 14
53, 85, 75, 68, 46, 46, 63, 57, 43, 16
51, 83, 73, 70, 47, 47, 62, 55, 43, 16
51, 83, 74, 70, 45, 46, 61, 56, 43, 16
51, 83, 73, 70, 44, 45, 62, 60, 43, 16
51, 85, 73, 70, 44, 47, 65, 65, 47, 21
51, 84, 74, 68, 44, 47, 65, 66, 53, 28
52, 85, 74, 67, 44, 48, 65, 63, 46, 20
52, 84, 74, 67, 44, 48, 65, 65, 48, 21
52, 87, 73, 66, 43, 48, 65, 65, 46, 21
53, 87, 72, 69, 43, 48, 64, 60, 38, 18
53, 86, 74, 70, 43, 49, 64, 60, 38, 17
52, 86, 75, 70, 44, 47, 60, 50, 29, 11
52, 86, 75, 70, 44, 48, 63, 60, 38, 17
49, 86, 74, 70, 45, 48, 58, 47, 32, 16
49, 84, 75, 71, 45, 48, 58, 46, 33, 17
50, 86, 75, 71, 45, 50, 58, 45, 33, 17
54, 85, 73, 71, 44, 50, 58, 53, 35, 17
54, 85, 73, 70, 44, 50, 61, 66, 42, 18
55, 84, 73, 70, 43, 51, 60, 66, 39, 12
55, 84, 73, 70, 42, 50, 60, 66, 39, 12
56, 84, 72, 70, 43, 50, 60, 69, 39, 13
56, 82, 71, 68, 43, 51, 59, 69, 39, 13
56, 83, 73, 69, 44, 51, 58, 70, 39, 13
56, 82, 74, 68, 44, 50, 59, 69, 39, 13
56, 82, 75, 68, 44, 51, 59, 70, 42, 14
57, 85, 74, 69, 44, 52, 60, 70, 42, 14
57, 84, 76, 71, 47, 52, 60, 71, 43, 14
56, 81, 76, 70, 47, 52, 60, 71, 44, 14
56, 84, 77, 69, 47, 50, 58, 68, 47, 16
56, 85, 77, 69, 47, 48, 57, 68, 48, 17
56, 84, 76, 71, 48, 51, 56, 67, 48, 17
56, 86, 75, 71, 49, 51, 56, 68, 49, 15
55, 85, 70, 71, 49, 49, 51, 59, 36, 12
56, 80, 70, 71, 49, 49, 51, 58, 36, 12
55, 75, 61, 67, 47, 51, 56, 65, 47, 15
56, 76, 61, 68, 47, 51, 56, 64, 49, 17
58, 73, 58, 67, 47, 51, 53, 59, 40, 13
57, 74, 59, 66, 45, 51, 53, 59, 40, 13
57, 74, 59, 64, 39, 38, 39, 42, 29, 12
56, 75, 62, 67, 39, 37, 39, 43, 31, 13
55, 76, 62, 67, 39, 37, 40, 41, 29, 13
56, 77, 61, 66, 39, 37, 41, 41, 28, 13
54, 77, 60, 64, 39, 36, 40, 39, 25, 7
54, 76, 61, 65, 39, 35, 43, 45, 33, 10
54, 72, 60, 63, 37, 38, 50, 57, 41, 12
53, 73, 60, 62, 37, 38, 48, 53, 37, 12
53, 69, 62, 64, 41, 52, 57, 59, 40, 15
54, 70, 62, 60, 36, 42, 47, 53, 34, 12
55, 71, 62, 60, 36, 42, 47, 54, 35, 14
55, 74, 60, 60, 36, 40, 47, 54, 35, 15
55, 73, 64, 64, 36, 40, 47, 54, 30, 14
56, 72, 63, 65, 36, 39, 43, 41, 16, 6
55, 75, 62, 66, 36, 39, 43, 41, 16, 6
54, 74, 59, 67, 36, 37, 46, 52, 35, 22
55, 73, 63, 66, 37, 37, 48, 51, 34, 19
55, 71, 61, 65, 36, 37, 48, 51, 34, 23
52, 76, 63, 66, 37, 37, 48, 51, 34, 23
53, 78, 65, 68, 37, 37, 52, 49, 35, 23
53, 80, 65, 70, 36, 32, 44, 44, 28, 18
54, 76, 65, 70, 36, 34, 44, 44, 28, 15
54, 83, 65, 71, 36, 35, 49, 47, 32, 16
54, 83, 65, 70, 37, 34, 49, 47, 25, 16
54, 82, 65, 70, 37, 35, 51, 54, 32, 17
53, 80, 67, 68, 37, 36, 50, 50, 34, 20
52, 80, 68, 69, 38, 36, 49, 50, 35, 25
49, 81, 63, 63, 38, 35, 49, 50, 43, 28
47, 81, 61, 58, 38, 35, 49, 50, 43, 28
45, 79, 60, 57, 38, 35, 50, 50, 43, 28
47, 79, 58, 51, 34, 33, 49, 50, 43, 25
49, 78, 56, 50, 34, 34, 48, 52, 42, 25
50, 79, 56, 50, 34, 34, 47, 52, 41, 25
51, 80, 55, 48, 34, 33, 45, 50, 41, 26
51, 80, 56, 54, 36, 33, 49, 54, 40, 26
51, 80, 57, 57, 37, 33, 47, 53, 40, 28
51, 82, 61, 61, 37, 32, 46, 50, 37, 28
51, 81, 60, 57, 38, 30, 49, 53, 37, 28
50, 85, 61, 60, 37, 30, 49, 53, 37, 28
52, 87, 61, 60, 37, 29, 51, 54, 36, 30
52, 88, 61, 61, 34, 30, 47, 53, 37, 31
52, 85, 61, 62, 35, 30, 46, 53, 37, 31
53, 86, 63, 60, 35, 31, 46, 53, 39, 32
54, 86, 66, 60, 33, 31, 46, 53, 39, 31
54, 85, 69, 59, 32, 31, 46, 53, 37, 30
54, 87, 72, 61, 34, 32, 48, 58, 41, 35
52, 86, 73, 62, 34, 33, 49, 58, 42, 37
52, 86, 73, 63, 35, 33, 48, 53, 39, 33
52, 80, 62, 63, 37, 33, 47, 53, 38, 30
50, 74, 61, 62, 36, 34, 46, 53, 36, 29
49, 72, 61, 62, 36, 34, 46, 53, 35, 29
48, 72, 60, 61, 34, 34, 46, 54, 36, 30
48, 73, 56, 58, 33, 34, 46, 54, 36, 24
48, 73, 56, 60, 34, 34, 46, 54, 36, 24
48, 72, 56, 54, 35, 34, 46, 51, 36, 22
46, 71, 56, 53, 34, 35, 46, 51, 33, 19
44, 71, 56, 51, 31, 34, 47, 52, 36, 19
47, 76, 57, 51, 31, 34, 46, 53, 36, 19
47, 82, 65, 53, 31, 33, 45, 53, 36, 19
49, 85, 68, 54, 32, 29, 46, 53, 35, 19
47, 81, 69, 55, 32, 29, 46, 53, 35, 19
48, 84, 69, 51, 32, 29, 46, 53, 35, 19
48, 84, 69, 52, 32, 23, 37, 45, 32, 14
48, 79, 72, 53, 31, 23, 36, 47, 32, 14
48, 82, 74, 52, 31, 25, 36, 45, 32, 14
48, 84, 74, 50, 30, 30, 43, 43, 29, 21
48, 85, 74, 57, 41, 40, 51, 54, 41, 25
48, 85, 74, 56, 42, 40, 48, 53, 39, 26
49, 87, 70, 52, 39, 42, 49, 54, 42, 29
52, 91, 73, 54, 39, 42, 50, 57, 42, 28
52, 91, 72, 55, 34, 40, 49, 57, 42, 28
54, 83, 69, 60, 37, 38, 44, 51, 38, 28
55, 83, 68, 60, 31, 32, 33, 33, 33, 28
55, 83, 67, 61, 37, 35, 34, 23, 25, 24
55, 81, 66, 61, 38, 35, 35, 24, 26, 24
55, 82, 66, 64, 39, 36, 36, 25, 27, 24
56, 84, 65, 65, 39, 37, 32, 25, 25, 22
56, 82, 67, 64, 39, 36, 32, 25, 25, 21
56, 81, 68, 64, 39, 37, 33, 36, 36, 24
56, 79, 68, 62, 38, 39, 43, 54, 39, 24
55, 79, 68, 62, 38, 39, 43, 55, 47, 25
51, 80, 67, 58, 38, 39, 42, 53, 47, 24
51, 83, 68, 60, 39, 39, 37, 53, 46, 24
51, 81, 69, 63, 40, 39, 37, 51, 43, 24
51, 83, 71, 59, 40, 40, 37, 52, 48, 27
51, 88, 72, 60, 43, 40, 39, 56, 49, 27
50, 85, 66, 61, 43, 40, 39, 55, 49, 27
47, 86, 63, 59, 43, 40, 38, 55, 50, 28
50, 87, 63, 62, 44, 39, 35, 52, 51, 29
51, 84, 63, 62, 44, 40, 35, 52, 51, 29
51, 84, 62, 63, 44, 40, 37, 53, 49, 29
52, 83, 63, 62, 42, 41, 37, 53, 49, 29
50, 83, 63, 63, 42, 38, 33, 45, 46, 28
50, 84, 64, 63, 42, 39, 32, 44, 45, 28
49, 84, 64, 62, 40, 39, 31, 46, 48, 28
47, 81, 64, 62, 40, 40, 33, 45, 46, 23
48, 82, 64, 61, 43, 40, 33, 47, 50, 25
49, 81, 64, 62, 45, 40, 33, 50, 52, 25
49, 81, 66, 62, 45, 40, 34, 48, 50, 23
53, 84, 64, 61, 45, 40, 34, 47, 54, 25
53, 81, 64, 61, 45, 40, 34, 46, 51, 25
50, 80, 64, 60, 44, 40, 34, 50, 55, 26
49, 76, 59, 61, 43, 40, 35, 49, 56, 29
53, 78, 60, 62, 43, 40, 34, 41, 46, 28
52, 79, 63, 63, 44, 40, 34, 39, 42, 25
49, 69, 55, 49, 33, 27, 18, 24, 29, 11
49, 69, 56, 49, 33, 25, 12, 17, 26, 10
51, 66, 60, 53, 34, 23, 12, 17, 22, 7
49, 67, 60, 53, 34, 23, 12, 17, 22, 7
50, 79, 72, 66, 43, 35, 29, 42, 44, 21
49, 79, 72, 66, 43, 35, 37, 52, 51, 23
45, 78, 73, 65, 42, 36, 39, 52, 52, 24
45, 78, 72, 65, 41, 34, 34, 41, 36, 10
45, 79, 71, 65, 41, 34, 34, 41, 36, 10
45, 82, 70, 62, 41, 36, 34, 41, 36, 9
45, 82, 71, 63, 39, 37, 38, 47, 42, 16
43, 80, 70, 64, 39, 38, 38, 47, 42, 16
43, 74, 70, 63, 39, 38, 39, 48, 42, 16
45, 78, 69, 62, 39, 38, 38, 47, 42, 14
44, 71, 67, 63, 40, 39, 39, 47, 42, 14
44, 77, 69, 65, 40, 39, 39, 47, 42, 14
44, 78, 69, 59, 37, 39, 37, 45, 42, 13
42, 72, 61, 53, 33, 35, 32, 47, 46, 13
41, 71, 62, 54, 35, 34, 35, 49, 46, 15
41, 69, 60, 52, 36, 34, 34, 49, 45, 16
41, 72, 62, 55, 35, 36, 36, 54, 43, 17
40, 77, 62, 55, 34, 35, 37, 52, 38, 8
43, 78, 63, 55, 37, 35, 37, 51, 36, 8
44, 75, 55, 52, 38, 34, 37, 51, 40, 11
43, 70, 55, 49, 27, 17, 25, 35, 23, 7
42, 61, 53, 41, 27, 16, 18, 19, 12, 4
44, 65, 59, 49, 28, 16, 18, 19, 9, 3
42, 60, 56, 40, 27, 16, 18, 19, 9, 3
44, 70, 66, 60, 43, 35, 30, 32, 19, 3
44, 69, 67, 60, 43, 35, 32, 33, 19, 3
45, 71, 71, 60, 44, 35, 38, 43, 30, 9
42, 73, 72, 60, 44, 35, 34, 41, 29, 9
45, 69, 69, 58, 43, 35, 33, 41, 26, 10
46, 69, 69, 58, 43, 34, 33, 44, 31, 15
46, 69, 69, 58, 44, 34, 32, 43, 30, 14
47, 68, 68, 57, 43, 34, 32, 43, 30, 14
48, 67, 70, 59, 41, 32, 31, 44, 30, 14
47, 66, 71, 62, 43, 32, 34, 44, 30, 14
51, 67, 64, 57, 42, 31, 36, 45, 33, 14
51, 65, 64, 57, 40, 31, 37, 45, 33, 14
53, 65, 63, 57, 40, 33, 39, 44, 32, 13
57, 68, 65, 58, 39, 30, 33, 37, 28, 11
57, 67, 62, 46, 22, 16, 25, 27, 18, 8
55, 70, 61, 48, 22, 16, 25, 27, 19, 9
55, 71, 61, 49, 22, 18, 25, 27, 19, 9
58, 73, 66, 58, 31, 25, 34, 36, 27, 9
59, 69, 64, 54, 30, 25, 34, 34, 28, 9
57, 64, 54, 42, 17, 17, 25, 24, 19, 9
56, 62, 56, 44, 19, 17, 25, 23, 19, 9
56, 62, 52, 39, 16, 17, 23, 23, 19, 10
57, 61, 55, 43, 23, 25, 29, 32, 27, 10
58, 54, 52, 42, 23, 24, 27, 32, 28, 10
59, 54, 51, 42, 24, 25, 32, 33, 27, 10
56, 57, 51, 43, 27, 25, 33, 34, 27, 10
60, 64, 51, 42, 28, 27, 34, 34, 27, 12
60, 64, 48, 43, 28, 27, 24, 25, 20, 3
62, 64, 48, 43, 28, 27, 22, 24, 23, 3
61, 61, 47, 47, 31, 27, 22, 24, 23, 3
61, 60, 50, 49, 31, 26, 22, 24, 22, 3
60, 60, 48, 47, 31, 27, 24, 27, 23, 3
61, 61, 52, 47, 29, 27, 24, 27, 23, 3
62, 59, 53, 45, 28, 27, 22, 27, 24, 3
61, 58, 53, 45, 28, 27, 24, 33, 25, 4
60, 49, 42, 37, 25, 26, 27, 33, 25, 4
61, 48, 40, 39, 25, 26, 27, 32, 21, 5
62, 45, 39, 39, 25, 26, 28, 34, 27, 5
62, 49, 39, 40, 25, 26, 25, 33, 23, 5
63, 56, 49, 42, 25, 26, 26, 33, 23, 5
63, 53, 49, 42, 25, 26, 25, 30, 20, 4
63, 52, 46, 42, 25, 26, 25, 30, 24, 12
63, 52, 47, 42, 25, 26, 25, 30, 24, 12
63, 52, 47, 42, 26, 26, 24, 30, 23, 12
63, 51, 46, 41, 25, 26, 24, 30, 24, 12
60, 57, 54, 45, 30, 27, 25, 30, 24, 12
59, 58, 53, 42, 29, 27, 24, 22, 20, 12
59, 66, 52, 42, 29, 27, 26, 33, 26, 14
59, 64, 49, 36, 27, 26, 21, 21, 20, 12
59, 63, 49, 36, 27, 27, 21, 20, 19, 11
59, 65, 51, 34, 28, 28, 25, 32, 25, 13
59, 67, 54, 37, 32, 26, 24, 27, 25, 13
60, 75, 62, 51, 34, 31, 24, 25, 19, 6
59, 70, 54, 41, 34, 33, 38, 39, 31, 16
57, 67, 55, 42, 33, 33, 39, 39, 31, 16
58, 66, 54, 43, 34, 33, 38, 39, 31, 16
59, 67, 58, 47, 37, 33, 34, 37, 29, 13
59, 66, 52, 46, 36, 33, 34, 37, 29, 13
49, 62, 51, 47, 37, 33, 38, 40, 27, 8
49, 61, 51, 45, 37, 33, 38, 40, 29, 8
49, 60, 49, 41, 38, 31, 42, 41, 27, 9
46, 53, 37, 38, 38, 32, 41, 39, 27, 9
46, 51, 35, 39, 38, 33, 41, 41, 25, 9
50, 59, 48, 44, 36, 30, 40, 38, 29, 9
51, 64, 55, 53, 39, 39, 44, 45, 32, 12
46, 47, 44, 49, 39, 39, 42, 44, 33, 13
46, 45, 41, 49, 40, 38, 43, 43, 33, 15
48, 46, 43, 50, 40, 37, 42, 51, 34, 16
48, 41, 34, 42, 36, 22, 17, 21, 19, 12
41, 36, 29, 33, 37, 22, 17, 21, 21, 13
50, 35, 29, 33, 37, 22, 17, 21, 21, 13
49, 36, 29, 32, 35, 23, 21, 21, 21, 11
49, 33, 28, 26, 23, 5, 4, 1, 0, 0
50, 33, 27, 27, 23, 5, 4, 1, 0, 0
55, 41, 36, 36, 23, 5, 4, 1, 0, 0
52, 41, 35, 34, 23, 5, 4, 1, 0, 0
53, 42, 35, 34, 23, 5, 4, 1, 0, 0
53, 43, 35, 34, 22, 5, 4, 1, 0, 0
53, 46, 36, 33, 21, 5, 4, 1, 0, 0
53, 46, 36, 33, 20, 5, 4, 1, 0, 0
56, 49, 44, 37, 20, 5, 4, 1, 0, 0
56, 48, 45, 35, 21, 5, 4, 1, 0, 0
56, 50, 47, 35, 21, 5, 4, 1, 0, 0
